http://www.watchfinder.co.uk/Rolex/Daytona/116500%20LN/29594/item/215900,Rolex,Daytona,Daytona,116500 LN,GBP,48995.00,48995.00,"Retail Price: £11,600",,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
215900
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
White
","
Water resistance
100 metres
","
                            The Rolex Daytona, named after the race circuit in Florida that hosts the Rolex twenty-four hour race, epitomises the ultimate driver’s watch. The dial, unburdened by a date window, is clear and easy to read. The tachymeter offers quick speed calculations, while the shape is instantly recognisable and supremely comfortable. Its smaller size and smart design makes it a versatile watch capable of working well with both casual jeans and a formal suit. Here available in steel with a stunning Cerachrom bezel, this watch represents the Daytona's first major upgrade in 16 years, but it sticks closely to the gorgeous retro design of the original.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Dolce%20Vita/L5.155.0.84.6/5025/item/211238,Longines,Dolce Vita,Dolce Vita,L5.155.0.84.6,GBP,2200.00,2200.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211238
","

Movement


Quartz
","
Case size
19 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Steel
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/PrimaLuna/L8.112.5.16.6/53617/item/211373,Longines,PrimaLuna,PrimaLuna,L8.112.5.16.6,GBP,2000.00,2000.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211373
","

Movement


Quartz
","
Case size
30 MM
","
Case material
Steel & Rose Gold
","
Bracelet material
Steel & Rose Gold
","
Dial type
White
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Zenith/Defy%20Xtreme/96.0515.685/7789/item/206239,Zenith,Defy Xtreme,Defy Xtreme,96.0515.685,GBP,3750.00,3750.00,Retail Price: Discontinued,,"
Year
 2006
","
Box
Yes
","

Papers


Yes
","
Product code
206239
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Titanium
","
Bracelet material
Steel
","
Dial type
Carbon
","
Water resistance
1000 metres
","This Zenith has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Baume%20et%20Mercier/Capeland/M0A08085/3197/item/193144,Baume et Mercier,Capeland,Capeland,M0A08085,GBP,1545.00,1545.00,Retail Price: Discontinued," Black 
","
Year
 2003
","
Box
Yes
","

Papers


Yes
","
Product code
193144
","

Movement


Automatic
","
Case size
38.5 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black Arabic
","
Water resistance
None
","This Baume et Mercier has undergone a thorough inspection of accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tudor/Black%20Bay/M79010SG-0001/50818/item/191314,Tudor,Black Bay,Black Bay,M79010SG-0001,GBP,3995.00,3995.00,"Retail Price: £3,400"," Brown 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
191314
","

Movement


Automatic
","
Case size
39 MM
","
Case material
Steel
","
Bracelet material
Leather - Brown 
","
Dial type
Taupe
","
Water resistance
200 metres
","This Tudor has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tudor/Black%20Bay/M79230N-0002/50332/item/191885,Tudor,Black Bay,Black Bay,M79230N-0002,GBP,3110.00,3110.00,Retail Price: Discontinued,,"
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
191885
","

Movement


Automatic
","
Case size
41 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black
","
Water resistance
200 metres
","This Tudor has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Tudor/Black%20Bay/M79030B-0003/48027/item/184613,Tudor,Black Bay,Black Bay,M79030B-0003,GBP,3185.00,3185.00,"Retail Price: £2,680"," Blue
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
184613
","

Movement


Automatic
","
Case size
39 MM
","
Case material
Steel
","
Bracelet material
Fabric - Blue
","
Dial type
Blue Baton
","
Water resistance
200 metres
","This Tudor has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Jaeger-LeCoultre/Reverso%20Sun%20Moon/2752120/28299/item/197463,Jaeger-LeCoultre,Reverso Sun Moon,Reverso Sun Moon,2752120,GBP,14100.00,14100.00,Retail Price: Discontinued,,"
Year
Approx.  2002
","
Box
Yes
","

Papers


No
","
Product code
197463
","

Movement


Manual
","
Case size
26 MM
","
Case material
Rose Gold
","
Bracelet material
Rose Gold
","
Dial type
White Arabic
","
Water resistance
30 metres
","This Jaeger-LeCoultre has undergone a thorough inspection of accuracy, functionality and condition at our Jaeger-LeCoultre certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/De%20Ville%20Prestige/424.50.24.60.05.001/26280/item/211465,Omega,De Ville Prestige,De Ville Prestige,424.50.24.60.05.001,GBP,7950.00,7950.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211465
","

Movement


Quartz
","
Case size
24.4 MM
","
Case material
Yellow Gold
","
Bracelet material
Yellow Gold
","
Dial type
Mother of Pearl White Roman Numeral
","
Water resistance
30 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/Planet%20Ocean/232.15.38.20.01.001/53398/item/211463,Omega,Planet Ocean,Planet Ocean,232.15.38.20.01.001,GBP,6950.00,6950.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211463
","

Movement


Automatic
","
Case size
37.5 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Steel
","
Dial type
Black Quarter Arabic
","
Water resistance
600 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/De%20Ville%20Prestige/424.55.37.20.58.001/53402/item/211460,Omega,De Ville Prestige,De Ville Prestige,424.55.37.20.58.001,GBP,15850.00,15850.00,"Retail Price: £27,610",,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211460
","

Movement


Automatic
","
Case size
36.8 MM
","
Case material
Yellow Gold
","
Bracelet material
Yellow Gold
","
Dial type
Champagne Diamond
","
Water resistance
30 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/Constellation%20Chronometer/123.55.35.20.52.001/17429/item/211031,Omega,Constellation Chronometer,Constellation Chronometer,123.55.35.20.52.001,GBP,12650.00,12650.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211031
","

Movement


Automatic Co-Axial
","
Case size
35 MM
","
Case material
Rose Gold set with Diamonds
","
Bracelet material
Rose Gold
","
Dial type
Silver Diamond
","
Water resistance
100 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/Constellation%20Small/123.55.27.60.55.003/17498/item/211029,Omega,Constellation Small,Constellation Small,123.55.27.60.55.003,GBP,7995.00,7995.00,Retail Price: Discontinued,,"
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211029
","

Movement


Quartz
","
Case size
27 MM
","
Case material
Yellow Gold set with Diamonds
","
Bracelet material
Yellow Gold
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
100 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Omega/De%20Ville%20Ladymatic/425.27.34.20.55.002/53405/item/211023,Omega,De Ville Ladymatic,De Ville Ladymatic,425.27.34.20.55.002,GBP,8995.00,8995.00,Retail Price: Discontinued," White 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
211023
","

Movement


Automatic
","
Case size
34 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Leather - White 
","
Dial type
White Diamond
","
Water resistance
100 metres
","This Omega has undergone a thorough inspection of accuracy, functionality and condition at our Omega certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
